ad_id,objective,publisher_platform,age,gender,metric,estimated,original,delta,pct_change
120219464067020404,CONVERSIONS,audience_network,35-44,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,35-44,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,45-54,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,55-64,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,65+,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,Unknown,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,audience_network,,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,18-24,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,25-34,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,35-44,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,45-54,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,55-64,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,65+,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,Unknown,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,facebook,,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,18-24,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,25-34,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,35-44,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,45-54,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,55-64,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,65+,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,Unknown,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,instagram,,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,18-24,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,25-34,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,unknown,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,unknown,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,35-44,,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,female,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,female,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,female,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,male,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,male,impressions,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,male,spend,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,unknown,clicks,0.0,0.0,0.0,
120219464067020404,CONVERSIONS,messenger,45-54,unknown,impressions,0.0,0.0,0.0,
