ad_id,objective_count,publisher_platform_count,age_count,gender_count,cartesian_size
120233770681250404,2,5,6,2,120
120233773650850404,2,5,6,2,120
120231213132190404,2,5,6,2,120
120222117647180404,2,5,6,2,120
120223002152780404,2,5,6,2,120
120232387783500404,2,5,6,2,120
120233781713740404,2,5,6,2,120
120218903569740404,2,5,6,2,120
120223507391820404,2,5,6,2,120
120223521267020404,2,5,6,2,120
120225816353100404,2,5,6,2,120
120226010370380404,2,5,6,2,120
120230156628300404,2,5,6,2,120
120228290648310404,2,5,6,2,120
120233770681590404,2,5,6,2,120
120233772627190404,2,5,6,2,120
120233822849270404,2,5,6,2,120
120218480961270404,2,5,6,2,120
120227976262390404,2,5,6,2,120
120230023898870404,2,5,6,2,120
120230417237750404,2,5,6,2,120
120231198063350404,2,5,6,2,120
120233632142070404,2,5,6,2,120
120234371166880404,2,5,6,2,120
120223002153120404,2,5,6,2,120
120225177518240404,2,5,6,2,120
120228864420000404,2,5,6,2,120
120230950164640404,2,5,6,2,120
120232122250400404,2,5,6,2,120
120232135613600404,2,5,6,2,120
120233796998970404,2,5,6,2,120
120226443754520404,2,5,6,2,120
120222505967690404,2,5,6,2,120
120224776400970404,2,5,6,2,120
120225929143370404,2,5,6,2,120
120234371199050404,2,5,6,2,120
120223521266250404,2,5,6,2,120
120226443849290404,2,5,6,2,120
120233772627530404,2,5,6,2,120
120233796998730404,2,5,6,2,120
120228276101620404,2,5,6,2,120
120228290647540404,2,5,6,2,120
120230743624180404,2,5,6,2,120
120230732938740404,2,5,6,2,120
120232122250740404,2,5,6,2,120
120232135777780404,2,5,6,2,120
120228946281460404,2,5,6,2,120
120222588782580404,2,5,6,2,120
120233835026420404,2,5,6,2,120
120233778966370404,2,5,6,2,120
120223165011870404,2,5,6,2,120
120223521266590404,2,5,6,2,120
120230869700510404,2,5,6,2,120
120233778966430404,2,5,6,2,120
120217972812190404,2,5,6,2,120
120218485846430404,2,5,6,2,120
120221690362270404,2,5,6,2,120
120227309208990404,2,5,6,2,120
120228284461470404,2,5,6,2,120
120231127515550404,2,5,6,2,120
120220795856200404,2,5,6,2,120
120225177449800404,2,5,6,2,120
120228290647880404,2,5,6,2,120
120233773650760404,2,5,6,2,120
120219802196210404,2,5,6,2,120
120223521266930404,2,5,6,2,120
120224777233650404,2,5,6,2,120
120230156628210404,2,5,6,2,120
23855304730780403,2,5,6,2,120
120233770681500404,2,5,6,2,120
120233822849180404,2,5,6,2,120
120216779011740404,2,5,6,2,120
120218288648860404,2,5,6,2,120
120227976262300404,2,5,6,2,120
120230417237660404,2,5,6,2,120
120231198063260404,2,5,6,2,120
120230733376070404,2,5,6,2,120
120230156628550404,2,5,6,2,120
120218265546310404,2,5,6,2,120
120219464112710404,2,5,6,2,120
120225177518150404,2,5,6,2,120
120226003041350404,2,5,6,2,120
120230029547590404,2,5,6,2,120
120230950164550404,2,5,6,2,120
120232389007430404,2,5,6,2,120
120234371061830404,2,5,6,2,120
120222225053680404,2,5,6,2,120
120222505967600404,2,5,6,2,120
120227976262640404,2,5,6,2,120
120233632147440404,2,5,6,2,120
120215560705520404,2,5,6,2,120
120223521266160404,2,5,6,2,120
120229629559280404,2,5,6,2,120
120233772627440404,2,5,6,2,120
120233796998640404,2,5,6,2,120
120233834374640404,2,5,6,2,120
120230743624090404,2,5,6,2,120
120232122250650404,2,5,6,2,120
120226020380570404,2,5,6,2,120
120233778347930404,2,5,6,2,120
120233835026330404,2,5,6,2,120
120219222391620404,2,5,6,2,120
120218689281860404,2,5,6,2,120
120223165011780404,2,5,6,2,120
120223521266500404,2,5,6,2,120
120233778966340404,2,5,6,2,120
120233796998980404,2,5,6,2,120
120226011985220404,2,5,6,2,120
120214638079300404,2,5,6,2,120
120215560150340404,2,5,6,2,120
120216778633540404,2,5,6,2,120
120225145887470404,2,5,6,2,120
120226582093550404,2,5,6,2,120
120228290647790404,2,5,6,2,120
120232047002350404,2,5,6,2,120
120233770681070404,2,5,6,2,120
120219463997080404,2,5,6,2,120
120219939601560404,2,5,6,2,120
120223521266840404,2,5,6,2,120
120230859363480404,2,5,6,2,120
120231127515380404,2,5,6,2,120
120228290648130404,2,5,6,2,120
120229617398850404,2,5,6,2,120
120232247568450404,2,5,6,2,120
120233770681410404,2,5,6,2,120
120233822849090404,2,5,6,2,120
120233835428930404,2,5,6,2,120
120230417237570404,2,5,6,2,120
120231198063170404,2,5,6,2,120
120223507391980404,2,5,6,2,120
120225929812460404,2,5,6,2,120
120229528358380404,2,5,6,2,120
120230156628460404,2,5,6,2,120
120232389007340404,2,5,6,2,120
120233781713180404,2,5,6,2,120
120225177449880404,2,5,6,2,120
120222505967510404,2,5,6,2,120
120227976262550404,2,5,6,2,120
120223521266070404,2,5,6,2,120
120228280659350404,2,5,6,2,120
120229629559190404,2,5,6,2,120
120232795997590404,2,5,6,2,120
120233772627350404,2,5,6,2,120
23853131832640403,2,5,6,2,120
120230743624000404,2,5,6,2,120
120228290647360404,2,5,6,2,120
120233774715200404,2,5,6,2,120
120217781020480404,2,5,6,2,120
120226009193280404,2,5,6,2,120
120227982446400404,2,5,6,2,120
120233778347840404,2,5,6,2,120
120233835026240404,2,5,6,2,120
120218149884650404,2,5,6,2,120
120221422721770404,2,5,6,2,120
120222339263210404,2,5,6,2,120
120223521266410404,2,5,6,2,120
120223909649130404,2,5,6,2,120
120233796998890404,2,5,6,2,120
120222505967850404,2,5,6,2,120
120225173267690404,2,5,6,2,120
120231127515370404,2,5,6,2,120
120231212108010404,2,5,6,2,120
120218485829780404,2,5,6,2,120
120229523971220404,2,5,6,2,120
120233835026580404,2,5,6,2,120
120222122112660404,2,5,6,2,120
120223919918740404,2,5,6,2,120
120228290647700404,2,5,6,2,120
120232135777940404,2,5,6,2,120
120231213132350404,2,5,6,2,120
120233662074430404,2,5,6,2,120
120233781713470404,2,5,6,2,120
120223507391550404,2,5,6,2,120
120223521266750404,2,5,6,2,120
120228426738750404,2,5,6,2,120
120222250773480404,2,5,6,2,120
120228290648040404,2,5,6,2,120
120232797548520404,2,5,6,2,120
120233773650920404,2,5,6,2,120
120223520684520404,2,5,6,2,120
120232797423080404,2,5,6,2,120
120233797691880404,2,5,6,2,120
120223507391890404,2,5,6,2,120
120223521267090404,2,5,6,2,120
120225283796370404,2,5,6,2,120
120230156628370404,2,5,6,2,120
120223002152850404,2,5,6,2,120
120232387783570404,2,5,6,2,120
23853196506940403,2,5,6,2,120
120218801263420404,2,5,6,2,120
120222505967420404,2,5,6,2,120
120225142854460404,2,5,6,2,120
120227976262460404,2,5,6,2,120
120231198063420404,2,5,6,2,120
120228290648380404,2,5,6,2,120
120226010087740404,2,5,6,2,120
120233770681660404,2,5,6,2,120
120233772627260404,2,5,6,2,120
120233822849340404,2,5,6,2,120
120232135613670404,2,5,6,2,120
120233774715110404,2,5,6,2,120
120209204590310404,2,5,6,2,120
120220778160870404,2,5,6,2,120
120226777357030404,2,5,6,2,120
120230024128230404,2,5,6,2,120
120218801146150404,2,5,6,2,120
120223909103910404,2,5,6,2,120
120231212108070404,2,5,6,2,120
120221689576080404,2,5,6,2,120
120223165011600404,2,5,6,2,120
120223521266320404,2,5,6,2,120
120233772627600404,2,5,6,2,120
120233796998800404,2,5,6,2,120
120219458917520404,2,5,6,2,120
120222505967760404,2,5,6,2,120
120226588154000404,2,5,6,2,120
120231212107920404,2,5,6,2,120
120233835026490404,2,5,6,2,120
120222250419770404,2,5,6,2,120
120228290647610404,2,5,6,2,120
120231665700410404,2,5,6,2,120
120232047002170404,2,5,6,2,120
120232122250810404,2,5,6,2,120
120232135777850404,2,5,6,2,120
120232248561210404,2,5,6,2,120
120217743077860404,2,5,6,2,120
120218557070820404,2,5,6,2,120
120228165032420404,2,5,6,2,120
120229533618660404,2,5,6,2,120
120231213132260404,2,5,6,2,120
120233781713380404,2,5,6,2,120
120223521266660404,2,5,6,2,120
120225817786340404,2,5,6,2,120
120231664601060404,2,5,6,2,120
120234428034020404,2,5,6,2,120
120203641856910404,2,5,6,2,120
120228290647950404,2,5,6,2,120
120230027756430404,2,5,6,2,120
120233770681230404,2,5,6,2,120
120233773650830404,2,5,6,2,120
120217566247310404,2,5,6,2,120
120223520684430404,2,5,6,2,120
120223923730830404,2,5,6,2,120
120225177449870404,2,5,6,2,120
120232797422990404,2,5,6,2,120
120218903569720404,2,5,6,2,120
120223521267000404,2,5,6,2,120
120230156628280404,2,5,6,2,120
120232387783480404,2,5,6,2,120
120233781713720404,2,5,6,2,120
120226080365310404,2,5,6,2,120
120212639128290404,2,5,6,2,120
120227976262370404,2,5,6,2,120
120230417237730404,2,5,6,2,120
120230869753570404,2,5,6,2,120
120231198063330404,2,5,6,2,120
120228290648290404,2,5,6,2,120
120233770681570404,2,5,6,2,120
120233822849250404,2,5,6,2,120
120223002153100404,2,5,6,2,120
120225177518220404,2,5,6,2,120
120228282025100404,2,5,6,2,120
120230950164620404,2,5,6,2,120
120232122250380404,2,5,6,2,120
120232135613580404,2,5,6,2,120
120232389007500404,2,5,6,2,120
120232931064460404,2,5,6,2,120
120233772627580404,2,5,6,2,120
120216779019830404,2,5,6,2,120
120223521266230404,2,5,6,2,120
120230866694710404,2,5,6,2,120
120233772627510404,2,5,6,2,120
120233796998710404,2,5,6,2,120
120222505967670404,2,5,6,2,120
120225929143350404,2,5,6,2,120
120227976262710404,2,5,6,2,120
120230662081590404,2,5,6,2,120
120232795744310404,2,5,6,2,120
120228156040160404,2,5,6,2,120
120228946281440404,2,5,6,2,120
120230743624160404,2,5,6,2,120
120228290647520404,2,5,6,2,120
120232122250720404,2,5,6,2,120
120232135777760404,2,5,6,2,120
120227976262530404,2,5,6,2,120
120217972812170404,2,5,6,2,120
120227309208970404,2,5,6,2,120
120231127515530404,2,5,6,2,120
120231212108170404,2,5,6,2,120
120231213132170404,2,5,6,2,120
120233781713290404,2,5,6,2,120
120223165011850404,2,5,6,2,120
120223521266570404,2,5,6,2,120
120223667232650404,2,5,6,2,120
120225991287690404,2,5,6,2,120
120228290647860404,2,5,6,2,120
120232122450740404,2,5,6,2,120
120233773650740404,2,5,6,2,120
120223909497140404,2,5,6,2,120
120225177449780404,2,5,6,2,120
120231197238580404,2,5,6,2,120
120233796999010404,2,5,6,2,120
120215711049950404,2,5,6,2,120
120223521266910404,2,5,6,2,120
120226620408030404,2,5,6,2,120
120214637752030404,2,5,6,2,120
120218288648840404,2,5,6,2,120
120230417237640404,2,5,6,2,120
120231198063240404,2,5,6,2,120
120233797692040404,2,5,6,2,120
120228290648200404,2,5,6,2,120
120233770681480404,2,5,6,2,120
120233662148490404,2,5,6,2,120
120233778966410404,2,5,6,2,120
120233822849160404,2,5,6,2,120
120231822532640404,2,5,6,2,120
120223914547250404,2,5,6,2,120
120225177518130404,2,5,6,2,120
120230950164530404,2,5,6,2,120
120232135613490404,2,5,6,2,120
120232389007410404,2,5,6,2,120
120219464112690404,2,5,6,2,120
120228410872370404,2,5,6,2,120
120230156628530404,2,5,6,2,120
120232123712050404,2,5,6,2,120
120209182496220404,2,5,6,2,120
120223521266140404,2,5,6,2,120
120229629559260404,2,5,6,2,120
120233772627420404,2,5,6,2,120
120233796998620404,2,5,6,2,120
120222505967580404,2,5,6,2,120
120227976262620404,2,5,6,2,120
120223912717190404,2,5,6,2,120
120225144497030404,2,5,6,2,120
120226002716550404,2,5,6,2,120
120233632269190404,2,5,6,2,120
120233778347910404,2,5,6,2,120
120228290647430404,2,5,6,2,120
120230743624070404,2,5,6,2,120
120218325007750404,2,5,6,2,120
120232122250630404,2,5,6,2,120
120214638079280404,2,5,6,2,120
120215560150320404,2,5,6,2,120
120216779038000404,2,5,6,2,120
120218801146160404,2,5,6,2,120
120225173267760404,2,5,6,2,120
120231127515440404,2,5,6,2,120
120231212108080404,2,5,6,2,120
120233781713200404,2,5,6,2,120
120218689281840404,2,5,6,2,120
120223165011760404,2,5,6,2,120
120226443976410404,2,5,6,2,120
120228290647770404,2,5,6,2,120
120232047002330404,2,5,6,2,120
120233770681050404,2,5,6,2,120
120234433618650404,2,5,6,2,120
120218008098010404,2,5,6,2,120
120228160284890404,2,5,6,2,120
120223521266820404,2,5,6,2,120
120229527610500404,2,5,6,2,120
120230859363460404,2,5,6,2,120
120233778966660404,2,5,6,2,120
120230869636740404,2,5,6,2,120
120229598067290404,2,5,6,2,120
120230417237550404,2,5,6,2,120
120222258630190404,2,5,6,2,120
120225143780910404,2,5,6,2,120
120218561726510404,2,5,6,2,120
120228290648110404,2,5,6,2,120
120229617398830404,2,5,6,2,120
120233835428910404,2,5,6,2,120
120219076449240404,2,5,6,2,120
120230695244760404,2,5,6,2,120
120232389007320404,2,5,6,2,120
120230156628440404,2,5,6,2,120
120221646630360404,2,5,6,2,120
120228275165570404,2,5,6,2,120
120229629559170404,2,5,6,2,120
120213732850050404,2,5,6,2,120
120223521266050404,2,5,6,2,120
120223908501890404,2,5,6,2,120
120233772627330404,2,5,6,2,120
120213133858690404,2,5,6,2,120
120222505967490404,2,5,6,2,120
120224771035010404,2,5,6,2,120
120227974557570404,2,5,6,2,120
120233632269100404,2,5,6,2,120
120233778347820404,2,5,6,2,120
120219939056940404,2,5,6,2,120
120228290647340404,2,5,6,2,120
120228864071980404,2,5,6,2,120
120233774715180404,2,5,6,2,120
120231127515420404,2,5,6,2,120
120222505967830404,2,5,6,2,120
120231212107990404,2,5,6,2,120
120233772627300404,2,5,6,2,120
120218149884630404,2,5,6,2,120
120221422721750404,2,5,6,2,120
120223521266390404,2,5,6,2,120
120223909649110404,2,5,6,2,120
120228865247960404,2,5,6,2,120
120228290647680404,2,5,6,2,120
120232047002240404,2,5,6,2,120
120232135777920404,2,5,6,2,120
120229523971200404,2,5,6,2,120
120233835026560404,2,5,6,2,120
120233781713220404,2,5,6,2,120
120222225053720404,2,5,6,2,120
120223507391530404,2,5,6,2,120
120223521266730404,2,5,6,2,120
120226098838570404,2,5,6,2,120
120228426738730404,2,5,6,2,120
120231672342570404,2,5,6,2,120
120231822532650404,2,5,6,2,120
120233778966570404,2,5,6,2,120
120229533618730404,2,5,6,2,120
120231213132330404,2,5,6,2,120
120233781713450404,2,5,6,2,120
120230417237460404,2,5,6,2,120
120232797423060404,2,5,6,2,120
120222250773460404,2,5,6,2,120
120223152123860404,2,5,6,2,120
120225816285140404,2,5,6,2,120
120228290648020404,2,5,6,2,120
120232797548500404,2,5,6,2,120
120233770681300404,2,5,6,2,120
120233773650900404,2,5,6,2,120
120223002152830404,2,5,6,2,120
120230159037310404,2,5,6,2,120
120230695439230404,2,5,6,2,120
120232387783550404,2,5,6,2,120
120233781713790404,2,5,6,2,120
120223507391870404,2,5,6,2,120
120223521267070404,2,5,6,2,120
120224776542590404,2,5,6,2,120
120230156628350404,2,5,6,2,120
120234371181950404,2,5,6,2,120
120217973484840404,2,5,6,2,120
120228290648360404,2,5,6,2,120
120233770681640404,2,5,6,2,120
120233772627240404,2,5,6,2,120
120233822849320404,2,5,6,2,120
120222505967400404,2,5,6,2,120
120226001591080404,2,5,6,2,120
120227976262440404,2,5,6,2,120
120228864316200404,2,5,6,2,120
120231198063400404,2,5,6,2,120
120232248561220404,2,5,6,2,120
120230012956370404,2,5,6,2,120
120230721845970404,2,5,6,2,120
120225177518290404,2,5,6,2,120
120230013839570404,2,5,6,2,120
120230950164690404,2,5,6,2,120
120232135613650404,2,5,6,2,120
120233774715090404,2,5,6,2,120
120219458917500404,2,5,6,2,120
120222505967740404,2,5,6,2,120
120223656313980404,2,5,6,2,120
120231212107900404,2,5,6,2,120
120231598693500404,2,5,6,2,120
120232124717180404,2,5,6,2,120
120232248441980404,2,5,6,2,120
120221689576060404,2,5,6,2,120
120223165011580404,2,5,6,2,120
120223521266300404,2,5,6,2,120
120234371139480404,2,5,6,2,120
120222250419750404,2,5,6,2,120
120231665700390404,2,5,6,2,120
120232047002150404,2,5,6,2,120
120232122250790404,2,5,6,2,120
120232135777830404,2,5,6,2,120
120226080556070404,2,5,6,2,120
120229038154790404,2,5,6,2,120
120232796705830404,2,5,6,2,120
120233835026470404,2,5,6,2,120
120233773650860404,2,5,6,2,120
120223165011920404,2,5,6,2,120
120223521266640404,2,5,6,2,120
120226010293200404,2,5,6,2,120
120229617343440404,2,5,6,2,120
120234428034000404,2,5,6,2,120
120218557070800404,2,5,6,2,120
120231212108240404,2,5,6,2,120
120231213132240404,2,5,6,2,120
120233781713360404,2,5,6,2,120
23855304310650403,2,5,6,2,120
120220795856250404,2,5,6,2,120
120225177449850404,2,5,6,2,120
120203641856890404,2,5,6,2,120
120220780662650404,2,5,6,2,120
120225141182330404,2,5,6,2,120
120228290647930404,2,5,6,2,120
120233773650810404,2,5,6,2,120
120233781713700404,2,5,6,2,120
