ad_id,objective,publisher_platform,age,gender,action_type,stat,amount
23853143838330403,OUTCOME_SALES,audience_network,,,video_view,value,11.0
23853143838330403,OUTCOME_SALES,facebook,,,video_view,value,7.0
23853143838330403,OUTCOME_SALES,instagram,,,video_view,value,10.0
23853143838330403,,,18-24,female,video_view,value,6.0
23853143838330403,,,25-34,female,video_view,value,12.0
23853143838330403,,,35-44,female,video_view,value,6.0
23853143838330403,,,45-54,female,video_view,value,6.0
23853143838330403,,,55-64,female,video_view,value,6.0
23853196506940403,OUTCOME_SALES,audience_network,,,video_view,value,9.0
23853196506940403,OUTCOME_SALES,facebook,,,video_view,value,8.0
23853196506940403,OUTCOME_SALES,instagram,,,video_view,value,12.0
23853196506940403,,,18-24,female,video_view,value,6.0
23853196506940403,,,25-34,female,video_view,value,7.0
23853196506940403,,,35-44,female,video_view,value,8.0
23853196506940403,,,45-54,female,video_view,value,8.0
23853196506940403,,,55-64,female,video_view,value,9.0
23854844124240403,OUTCOME_SALES,facebook,,,video_view,value,9.0
23854844124240403,OUTCOME_SALES,instagram,,,video_view,value,15.0
23854844124240403,,,18-24,female,video_view,value,4.0
23854844124240403,,,25-34,female,video_view,value,3.0
23854844124240403,,,35-44,female,video_view,value,2.0
23854844124240403,,,45-54,female,video_view,value,7.0
23855304022460403,OUTCOME_SALES,facebook,,,video_view,value,15.0
23855304022460403,,,18-24,female,video_view,value,7.0
23855304022460403,,,25-34,female,video_view,value,2.0
23855304022460403,,,35-44,female,video_view,value,1.0
23855304022460403,,,45-54,female,video_view,value,5.0
23855304310650403,OUTCOME_SALES,facebook,,,video_view,value,4.0
23855304310650403,,,25-34,female,video_view,value,4.0
23855304310650403,,,45-54,female,video_view,value,2.0
23855304331280403,OUTCOME_SALES,facebook,,,video_view,value,8.0
23855304331280403,,,18-24,female,video_view,value,2.0
23855304331280403,,,45-54,female,video_view,value,11.0
23855304365010403,OUTCOME_SALES,facebook,,,video_view,7d_click,0.0
23855304365010403,OUTCOME_SALES,facebook,,,video_view,value,3.0
23855304365010403,,,25-34,female,video_view,7d_click,0.0
23855304365010403,,,25-34,female,video_view,value,0.0
23855304365010403,,,35-44,female,video_view,value,3.0
23855304365010403,,,45-54,female,video_view,7d_click,0.0
23855304365010403,,,45-54,female,video_view,value,0.0
23855304730780403,OUTCOME_SALES,facebook,,,video_view,value,13.0
23855304730780403,OUTCOME_SALES,instagram,,,video_view,value,6.0
23855304730780403,,,18-24,female,video_view,value,3.0
23855304730780403,,,25-34,female,video_view,value,7.0
23855304730780403,,,35-44,female,video_view,value,7.0
23855304730780403,,,45-54,female,video_view,value,7.0
23855493429440403,OUTCOME_SALES,facebook,,,video_view,value,5.0
23855493429440403,OUTCOME_SALES,instagram,,,video_view,value,2.0
23855493429440403,,,18-24,female,video_view,value,1.0
23855493429440403,,,25-34,female,video_view,value,3.0
23855493429440403,,,35-44,female,video_view,value,3.0
23855493429440403,,,45-54,female,video_view,value,1.0
23855854784680403,OUTCOME_SALES,facebook,,,video_view,value,7.0
23855854784680403,,,18-24,female,video_view,value,0.0
23855854784680403,,,25-34,female,video_view,value,2.0
23855854784680403,,,35-44,female,video_view,value,8.0
23855854784680403,,,45-54,female,video_view,value,6.0
23855855305210403,OUTCOME_SALES,facebook,,,video_view,7d_click,0.0
23855855305210403,OUTCOME_SALES,facebook,,,video_view,value,4.0
23855855305210403,OUTCOME_SALES,instagram,,,video_view,value,1.0
23855855305210403,,,18-24,female,video_view,value,2.0
23855855305210403,,,25-34,female,video_view,value,2.0
23855855305210403,,,35-44,female,video_view,value,3.0
23855855305210403,,,45-54,female,video_view,value,7.0
120203641856860404,OUTCOME_SALES,audience_network,,,video_view,value,98.0
120203641856860404,OUTCOME_SALES,facebook,,,video_view,value,16.0
120203641856860404,OUTCOME_SALES,instagram,,,video_view,value,33.0
120203641856860404,,,18-24,female,video_view,value,11.0
120203641856860404,,,18-24,male,video_view,value,9.0
120203641856860404,,,18-24,unknown,video_view,value,14.0
120203641856860404,,,25-34,female,video_view,value,10.0
120203641856860404,,,25-34,male,video_view,value,17.0
120203641856860404,,,25-34,unknown,video_view,value,27.0
120203641856860404,,,35-44,female,video_view,value,11.0
120203641856860404,,,35-44,male,video_view,value,10.0
120203641856860404,,,35-44,unknown,video_view,value,11.0
120203641856860404,,,45-54,female,video_view,value,9.0
120203641856860404,,,45-54,male,video_view,value,7.0
120203641856860404,,,45-54,unknown,video_view,value,14.0
120203641856860404,,,55-64,female,video_view,value,13.0
120203641856860404,,,55-64,male,video_view,value,9.0
120203641856860404,,,55-64,unknown,video_view,value,8.0
120203641856860404,,,65+,female,video_view,value,11.0
120203641856860404,,,65+,male,video_view,value,10.0
120203641856860404,,,65+,unknown,video_view,value,12.0
120203641856870404,OUTCOME_SALES,audience_network,,,video_view,value,85.0
120203641856870404,OUTCOME_SALES,facebook,,,video_view,value,29.0
120203641856870404,OUTCOME_SALES,instagram,,,video_view,value,50.0
120203641856870404,,,18-24,female,video_view,value,11.0
120203641856870404,,,18-24,male,video_view,value,13.0
120203641856870404,,,18-24,unknown,video_view,value,14.0
120203641856870404,,,25-34,female,video_view,value,12.0
120203641856870404,,,25-34,male,video_view,value,8.0
120203641856870404,,,25-34,unknown,video_view,value,9.0
120203641856870404,,,35-44,female,video_view,value,10.0
120203641856870404,,,35-44,male,video_view,value,11.0
120203641856870404,,,35-44,unknown,video_view,value,15.0
120203641856870404,,,45-54,female,video_view,value,13.0
120203641856870404,,,45-54,male,video_view,value,10.0
120203641856870404,,,45-54,unknown,video_view,value,16.0
120203641856870404,,,55-64,female,video_view,value,12.0
120203641856870404,,,55-64,male,video_view,value,12.0
120203641856870404,,,55-64,unknown,video_view,value,10.0
120203641856870404,,,65+,female,video_view,value,13.0
120203641856870404,,,65+,male,video_view,value,14.0
120203641856870404,,,65+,unknown,video_view,value,9.0
120203641856880404,OUTCOME_SALES,audience_network,,,video_view,value,129.0
120203641856880404,OUTCOME_SALES,facebook,,,video_view,value,34.0
120203641856880404,OUTCOME_SALES,instagram,,,video_view,value,44.0
120203641856880404,,,18-24,female,video_view,value,9.0
120203641856880404,,,18-24,male,video_view,value,13.0
120203641856880404,,,18-24,unknown,video_view,value,12.0
120203641856880404,,,25-34,female,video_view,value,11.0
120203641856880404,,,25-34,male,video_view,value,13.0
120203641856880404,,,25-34,unknown,video_view,value,12.0
120203641856880404,,,35-44,female,video_view,value,12.0
120203641856880404,,,35-44,male,video_view,value,13.0
120203641856880404,,,35-44,unknown,video_view,value,12.0
120203641856880404,,,45-54,female,video_view,value,11.0
120203641856880404,,,45-54,male,video_view,value,13.0
120203641856880404,,,45-54,unknown,video_view,value,12.0
120203641856880404,,,55-64,female,video_view,value,13.0
120203641856880404,,,55-64,male,video_view,value,14.0
120203641856880404,,,55-64,unknown,video_view,value,16.0
120203641856880404,,,65+,female,video_view,value,14.0
120203641856880404,,,65+,male,video_view,value,15.0
120203641856880404,,,65+,unknown,video_view,value,14.0
120203641856890404,OUTCOME_SALES,audience_network,,,video_view,value,423.0
120203641856890404,OUTCOME_SALES,facebook,,,video_view,value,96.0
120203641856890404,OUTCOME_SALES,instagram,,,video_view,value,117.0
120203641856890404,,,18-24,female,video_view,value,27.0
120203641856890404,,,18-24,male,video_view,value,76.0
120203641856890404,,,18-24,unknown,video_view,value,14.0
120203641856890404,,,25-34,female,video_view,value,27.0
120203641856890404,,,25-34,male,video_view,value,26.0
120203641856890404,,,25-34,unknown,video_view,value,34.0
120203641856890404,,,35-44,female,video_view,value,28.0
120203641856890404,,,35-44,male,video_view,value,30.0
120203641856890404,,,35-44,unknown,video_view,value,23.0
120203641856890404,,,45-54,female,video_view,value,29.0
120203641856890404,,,45-54,male,video_view,value,25.0
120203641856890404,,,45-54,unknown,video_view,value,30.0
120203641856890404,,,55-64,female,video_view,value,33.0
120203641856890404,,,55-64,male,video_view,value,29.0
120203641856890404,,,55-64,unknown,video_view,value,35.0
120203641856890404,,,65+,female,video_view,value,36.0
120203641856890404,,,65+,male,video_view,value,33.0
120203641856890404,,,65+,unknown,video_view,value,35.0
120203641856900404,OUTCOME_SALES,facebook,,,video_view,value,42.0
120203641856900404,OUTCOME_SALES,instagram,,,video_view,value,81.0
120203641856900404,,,18-24,female,video_view,value,4.0
120203641856900404,,,18-24,male,video_view,value,1.0
120203641856900404,,,18-24,unknown,video_view,value,1.0
120203641856900404,,,25-34,female,video_view,value,12.0
120203641856900404,,,25-34,male,video_view,value,12.0
120203641856900404,,,25-34,unknown,video_view,value,1.0
120203641856900404,,,35-44,female,video_view,value,11.0
120203641856900404,,,35-44,male,video_view,value,5.0
120203641856900404,,,35-44,unknown,video_view,value,8.0
120203641856900404,,,45-54,female,video_view,value,19.0
120203641856900404,,,45-54,male,video_view,value,7.0
120203641856900404,,,45-54,unknown,video_view,value,3.0
120203641856900404,,,55-64,female,video_view,value,16.0
120203641856900404,,,55-64,male,video_view,value,19.0
120203641856900404,,,55-64,unknown,video_view,value,5.0
120203641856900404,,,65+,female,video_view,value,20.0
120203641856900404,,,65+,male,video_view,value,22.0
120203641856900404,,,65+,unknown,video_view,value,15.0
120203641856910404,OUTCOME_SALES,audience_network,,,video_view,value,8.0
120203641856910404,OUTCOME_SALES,facebook,,,video_view,value,55.0
120203641856910404,OUTCOME_SALES,instagram,,,video_view,value,80.0
120203641856910404,,,18-24,female,video_view,value,33.0
120203641856910404,,,18-24,male,video_view,value,11.0
120203641856910404,,,18-24,unknown,video_view,value,1.0
120203641856910404,,,25-34,female,video_view,value,11.0
120203641856910404,,,25-34,male,video_view,value,17.0
120203641856910404,,,25-34,unknown,video_view,value,1.0
120203641856910404,,,35-44,female,video_view,value,15.0
120203641856910404,,,35-44,male,video_view,value,12.0
120203641856910404,,,35-44,unknown,video_view,7d_click,0.0
120203641856910404,,,35-44,unknown,video_view,value,7.0
120203641856910404,,,45-54,female,video_view,value,15.0
120203641856910404,,,45-54,male,video_view,value,16.0
120203641856910404,,,45-54,unknown,video_view,value,14.0
120203641856910404,,,55-64,female,video_view,value,16.0
120203641856910404,,,55-64,male,video_view,value,18.0
120203641856910404,,,55-64,unknown,video_view,value,14.0
120203641856910404,,,65+,female,video_view,value,21.0
120203641856910404,,,65+,male,video_view,value,21.0
120203641856910404,,,65+,unknown,video_view,value,15.0
120203641856920404,OUTCOME_SALES,audience_network,,,video_view,value,149.0
120203641856920404,OUTCOME_SALES,facebook,,,video_view,value,57.0
120203641856920404,OUTCOME_SALES,instagram,,,video_view,value,76.0
120203641856920404,,,18-24,female,video_view,value,27.0
120203641856920404,,,18-24,male,video_view,value,15.0
120203641856920404,,,18-24,unknown,video_view,value,34.0
120203641856920404,,,25-34,female,video_view,value,19.0
120203641856920404,,,25-34,male,video_view,value,16.0
120203641856920404,,,25-34,unknown,video_view,value,16.0
120203641856920404,,,35-44,female,video_view,value,15.0
120203641856920404,,,35-44,male,video_view,value,12.0
120203641856920404,,,35-44,unknown,video_view,value,21.0
120203641856920404,,,45-54,female,video_view,value,17.0
120203641856920404,,,45-54,male,video_view,value,17.0
120203641856920404,,,45-54,unknown,video_view,value,19.0
120203641856920404,,,55-64,female,video_view,value,19.0
120203641856920404,,,55-64,male,video_view,value,17.0
120203641856920404,,,55-64,unknown,video_view,value,18.0
120203641856920404,,,65+,female,video_view,value,22.0
120203641856920404,,,65+,male,video_view,value,20.0
120203641856920404,,,65+,unknown,video_view,value,25.0
120203641856930404,OUTCOME_SALES,audience_network,,,video_view,value,17.0
120203641856930404,OUTCOME_SALES,facebook,,,video_view,value,44.0
120203641856930404,OUTCOME_SALES,instagram,,,video_view,value,74.0
120203641856930404,,,18-24,female,video_view,value,3.0
120203641856930404,,,25-34,female,video_view,value,17.0
120203641856930404,,,25-34,male,video_view,value,16.0
120203641856930404,,,35-44,female,video_view,value,23.0
120203641856930404,,,35-44,male,video_view,7d_click,0.0
120203641856930404,,,35-44,male,video_view,value,6.0
120203641856930404,,,35-44,unknown,video_view,value,3.0
120203641856930404,,,45-54,female,video_view,value,13.0
120203641856930404,,,45-54,male,video_view,value,7.0
120203641856930404,,,45-54,unknown,video_view,value,7.0
120203641856930404,,,55-64,female,video_view,value,19.0
120203641856930404,,,55-64,male,video_view,value,8.0
120203641856930404,,,55-64,unknown,video_view,value,6.0
120203641856930404,,,65+,female,video_view,value,18.0
120203641856930404,,,65+,male,video_view,value,20.0
120203641856930404,,,65+,unknown,video_view,value,10.0
120203641856940404,OUTCOME_SALES,audience_network,,,video_view,value,52.0
120203641856940404,OUTCOME_SALES,facebook,,,video_view,value,53.0
120203641856940404,OUTCOME_SALES,instagram,,,video_view,value,91.0
120203641856940404,,,18-24,female,video_view,value,9.0
120203641856940404,,,25-34,female,video_view,value,20.0
120203641856940404,,,25-34,male,video_view,value,18.0
120203641856940404,,,25-34,unknown,video_view,value,7.0
120203641856940404,,,35-44,female,video_view,value,22.0
120203641856940404,,,35-44,male,video_view,value,13.0
120203641856940404,,,35-44,unknown,video_view,value,1.0
120203641856940404,,,45-54,female,video_view,value,13.0
120203641856940404,,,45-54,male,video_view,value,21.0
120203641856940404,,,45-54,unknown,video_view,value,16.0
120203641856940404,,,55-64,female,video_view,value,20.0
120203641856940404,,,55-64,male,video_view,value,13.0
120203641856940404,,,55-64,unknown,video_view,value,13.0
120203641856940404,,,65+,female,video_view,value,20.0
120203641856940404,,,65+,male,video_view,value,18.0
120203641856940404,,,65+,unknown,video_view,value,25.0
120203641856960404,OUTCOME_SALES,facebook,,,video_view,value,63.0
120203641856960404,OUTCOME_SALES,instagram,,,video_view,value,109.0
120203641856960404,,,18-24,female,video_view,value,5.0
120203641856960404,,,18-24,male,video_view,value,3.0
120203641856960404,,,18-24,unknown,video_view,value,3.0
120203641856960404,,,25-34,female,video_view,value,20.0
120203641856960404,,,25-34,male,video_view,value,22.0
120203641856960404,,,25-34,unknown,video_view,value,16.0
120203641856960404,,,35-44,female,video_view,value,16.0
120203641856960404,,,35-44,male,video_view,value,16.0
120203641856960404,,,35-44,unknown,video_view,value,26.0
120203641856960404,,,45-54,female,video_view,value,19.0
120203641856960404,,,45-54,male,video_view,value,14.0
120203641856960404,,,45-54,unknown,video_view,value,28.0
120203641856960404,,,55-64,female,video_view,value,19.0
120203641856960404,,,55-64,male,video_view,value,20.0
120203641856960404,,,55-64,unknown,video_view,value,14.0
120203641856960404,,,65+,female,video_view,value,26.0
120203641856960404,,,65+,male,video_view,value,24.0
120203641856960404,,,65+,unknown,video_view,value,20.0
120204746668650404,OUTCOME_SALES,audience_network,,,video_view,value,30.0
120204746668650404,OUTCOME_SALES,facebook,,,video_view,value,52.0
120204746668650404,OUTCOME_SALES,instagram,,,video_view,value,60.0
120204746668650404,OUTCOME_SALES,messenger,,,video_view,value,5.0
120204746668650404,,,18-24,female,video_view,value,7.0
120204746668650404,,,18-24,male,video_view,value,1.0
120204746668650404,,,18-24,unknown,video_view,value,10.0
120204746668650404,,,25-34,female,video_view,value,13.0
120204746668650404,,,25-34,male,video_view,value,11.0
120204746668650404,,,25-34,unknown,video_view,value,8.0
120204746668650404,,,35-44,female,video_view,value,13.0
120204746668650404,,,35-44,male,video_view,value,16.0
120204746668650404,,,35-44,unknown,video_view,value,18.0
120204746668650404,,,45-54,female,video_view,value,10.0
120204746668650404,,,45-54,male,video_view,value,16.0
120204746668650404,,,45-54,unknown,video_view,value,6.0
120204746668650404,,,55-64,female,video_view,value,17.0
120204746668650404,,,55-64,male,video_view,value,17.0
120204746668650404,,,55-64,unknown,video_view,value,6.0
120204746668650404,,,65+,female,video_view,value,17.0
120204746668650404,,,65+,male,video_view,value,25.0
120204746668650404,,,65+,unknown,video_view,value,17.0
120209182496220404,OUTCOME_SALES,audience_network,,,video_view,7d_click,0.0
120209182496220404,OUTCOME_SALES,audience_network,,,video_view,value,0.0
120209182496220404,OUTCOME_SALES,facebook,,,video_view,7d_click,0.0
120209182496220404,OUTCOME_SALES,facebook,,,video_view,value,0.0
120209182496220404,OUTCOME_SALES,instagram,,,video_view,7d_click,0.0
120209182496220404,OUTCOME_SALES,instagram,,,video_view,value,0.0
120209182496220404,OUTCOME_SALES,messenger,,,video_view,7d_click,0.0
120209182496220404,OUTCOME_SALES,messenger,,,video_view,value,0.0
120209182496220404,,,18-24,female,video_view,7d_click,0.0
120209182496220404,,,18-24,female,video_view,value,0.0
120209182496220404,,,18-24,male,video_view,7d_click,0.0
120209182496220404,,,18-24,male,video_view,value,0.0
120209182496220404,,,18-24,unknown,video_view,7d_click,0.0
120209182496220404,,,18-24,unknown,video_view,value,0.0
120209182496220404,,,25-34,female,video_view,7d_click,0.0
120209182496220404,,,25-34,female,video_view,value,0.0
120209182496220404,,,25-34,male,video_view,7d_click,0.0
120209182496220404,,,25-34,male,video_view,value,0.0
120209182496220404,,,25-34,unknown,video_view,7d_click,0.0
120209182496220404,,,25-34,unknown,video_view,value,0.0
120209182496220404,,,35-44,female,video_view,7d_click,0.0
120209182496220404,,,35-44,female,video_view,value,0.0
120209182496220404,,,35-44,male,video_view,7d_click,0.0
120209182496220404,,,35-44,male,video_view,value,0.0
120209182496220404,,,35-44,unknown,video_view,7d_click,0.0
120209182496220404,,,35-44,unknown,video_view,value,0.0
120209182496220404,,,45-54,female,video_view,7d_click,0.0
120209182496220404,,,45-54,female,video_view,value,0.0
120209182496220404,,,45-54,male,video_view,7d_click,0.0
120209182496220404,,,45-54,male,video_view,value,0.0
120209182496220404,,,45-54,unknown,video_view,7d_click,0.0
120209182496220404,,,45-54,unknown,video_view,value,0.0
120209182496220404,,,55-64,female,video_view,7d_click,0.0
120209182496220404,,,55-64,female,video_view,value,0.0
120209182496220404,,,55-64,male,video_view,7d_click,0.0
120209182496220404,,,55-64,male,video_view,value,0.0
120209182496220404,,,55-64,unknown,video_view,7d_click,0.0
120209182496220404,,,55-64,unknown,video_view,value,0.0
120209182496220404,,,65+,female,video_view,7d_click,0.0
120209182496220404,,,65+,female,video_view,value,0.0
120209182496220404,,,65+,male,video_view,7d_click,0.0
120209182496220404,,,65+,male,video_view,value,0.0
120209182496220404,,,65+,unknown,video_view,7d_click,0.0
120209182496220404,,,65+,unknown,video_view,value,0.0
120209182715080404,OUTCOME_SALES,audience_network,,,video_view,7d_click,0.0
120209182715080404,OUTCOME_SALES,audience_network,,,video_view,value,0.0
120209182715080404,OUTCOME_SALES,facebook,,,video_view,7d_click,0.0
120209182715080404,OUTCOME_SALES,facebook,,,video_view,value,0.0
120209182715080404,OUTCOME_SALES,instagram,,,video_view,7d_click,0.0
120209182715080404,OUTCOME_SALES,instagram,,,video_view,value,0.0
120209182715080404,OUTCOME_SALES,messenger,,,video_view,7d_click,0.0
120209182715080404,OUTCOME_SALES,messenger,,,video_view,value,0.0
120209182715080404,,,18-24,female,video_view,7d_click,0.0
120209182715080404,,,18-24,female,video_view,value,0.0
120209182715080404,,,18-24,male,video_view,7d_click,0.0
120209182715080404,,,18-24,male,video_view,value,0.0
120209182715080404,,,25-34,female,video_view,7d_click,0.0
120209182715080404,,,25-34,female,video_view,value,0.0
120209182715080404,,,25-34,male,video_view,7d_click,0.0
120209182715080404,,,25-34,male,video_view,value,0.0
120209182715080404,,,25-34,unknown,video_view,7d_click,0.0
120209182715080404,,,25-34,unknown,video_view,value,0.0
120209182715080404,,,35-44,female,video_view,7d_click,0.0
120209182715080404,,,35-44,female,video_view,value,0.0
120209182715080404,,,35-44,male,video_view,7d_click,0.0
120209182715080404,,,35-44,male,video_view,value,0.0
120209182715080404,,,35-44,unknown,video_view,7d_click,0.0
120209182715080404,,,35-44,unknown,video_view,value,0.0
120209182715080404,,,45-54,female,video_view,7d_click,0.0
120209182715080404,,,45-54,female,video_view,value,0.0
120209182715080404,,,45-54,male,video_view,7d_click,0.0
120209182715080404,,,45-54,male,video_view,value,0.0
120209182715080404,,,45-54,unknown,video_view,7d_click,0.0
120209182715080404,,,45-54,unknown,video_view,value,0.0
120209182715080404,,,55-64,female,video_view,7d_click,0.0
120209182715080404,,,55-64,female,video_view,value,0.0
120209182715080404,,,55-64,male,video_view,7d_click,0.0
120209182715080404,,,55-64,male,video_view,value,0.0
120209182715080404,,,55-64,unknown,video_view,7d_click,0.0
120209182715080404,,,55-64,unknown,video_view,value,0.0
120209182715080404,,,65+,female,video_view,7d_click,0.0
120209182715080404,,,65+,female,video_view,value,0.0
120209182715080404,,,65+,male,video_view,7d_click,0.0
120209182715080404,,,65+,male,video_view,value,0.0
120209182715080404,,,65+,unknown,video_view,7d_click,0.0
120209182715080404,,,65+,unknown,video_view,value,0.0
120209182715100404,OUTCOME_SALES,audience_network,,,video_view,7d_click,0.0
120209182715100404,OUTCOME_SALES,audience_network,,,video_view,value,0.0
120209182715100404,OUTCOME_SALES,facebook,,,video_view,7d_click,0.0
120209182715100404,OUTCOME_SALES,facebook,,,video_view,value,0.0
120209182715100404,OUTCOME_SALES,instagram,,,video_view,7d_click,0.0
120209182715100404,OUTCOME_SALES,instagram,,,video_view,value,0.0
120209182715100404,OUTCOME_SALES,messenger,,,video_view,7d_click,0.0
120209182715100404,OUTCOME_SALES,messenger,,,video_view,value,0.0
120209182715100404,,,18-24,female,video_view,7d_click,0.0
120209182715100404,,,18-24,female,video_view,value,0.0
120209182715100404,,,18-24,male,video_view,7d_click,0.0
120209182715100404,,,18-24,male,video_view,value,0.0
